ParticipantID,TrialNum,Modality,Task,Dataset,ModalityOrder,TaskOrder,DatasetOrder,Repetition,Target,CorrectAnswer,UserAnswer,UserStartTime,UserEndTime,Drop Notes,Pick up phys,Use body reference frame
115,35,physical,compare,0-1,2,1,1,2,F6-A2-I2,A2,A2,1693943779,1693943800,,,Multiple Fingers
115,36,physical,compare,0-1,2,1,1,3,H2-B6-I6,I6,I6,1693943801,1693943820,,,Multiple Fingers
116,1,3d,range,0-0,0,0,0,training1,F10,536-1797,800-1800,1695063216,1695063259,,,
116,2,3d,range,2-0,0,0,1,1,A7,1797-2345,1200-1600,1695063309,1695063375,,,
116,3,3d,range,2-0,0,0,1,2,B5,1409-2165,1900-2500,1695063379,1695063424,,,
116,4,3d,range,2-0,0,0,1,3,G8,1073-1809,1200-1450,1695063430,1695063477,,,
116,5,3d,compare,0-0,0,1,0,training1,D6-H5-A10,H5,H5,1695063553,1695063590,,,
116,6,3d,compare,2-0,0,1,1,1,G7-B4-F2,F2,G7,1695063605,1695063663,,,
116,7,3d,compare,2-0,0,1,1,2,H2-B1-G6,H2,H2,1695063677,1695063714,,,
116,8,3d,compare,2-0,0,1,1,3,D4-J1-E8,J1,J1,1695063719,1695063738,,,
116,9,3d,advect,0-0,0,2,0,training1,D9,09:06,06:30,1695063867,1695063904,,,
116,10,3d,advect,2-0,0,2,1,1,B9,08:55,05:15,1695063955,1695063975,,,
116,11,3d,advect,2-0,0,2,1,2,F10,06:59,07:00,1695063978,1695063993,,,
116,12,3d,advect,2-0,0,2,1,3,E7,05:36,09:00,1695063994,1695064023,,,
116,13,physical,compare,0-0,1,1,0,training1,A3-I9-F3,F3,F3,1695064363,1695064376,,,
116,14,physical,compare,2-0,1,1,1,1,C3-J6-D9,J6,J6,1695064448,1695064468,,,Multiple Fingers
116,15,physical,compare,2-0,1,1,1,2,A6-G3-F8,G3,G3,1695064469,1695064490,,,Multiple Fingers
116,16,physical,compare,2-0,1,1,1,3,B5-J9-F7,J9,J9,1695064491,1695064507,,,Multiple Fingers
116,17,physical,advect,0-0,1,2,0,training1,C7,02:48,09:00,1695064574,1695064588,,,
116,18,physical,advect,2-0,1,2,1,1,G8,04:52,05:00,1695064651,1695064665,,,One Finger
116,19,physical,advect,2-0,1,2,1,2,D9,09:41,06:15,1695064666,1695064686,,,One Finger
116,20,physical,advect,2-0,1,2,1,3,B5,03:30,03:30,1695064692,1695064710,,,One Finger
116,21,physical,range,0-0,1,0,0,training1,A6,449-742,750-1000,1695064776,1695064800,,,
116,22,physical,range,2-0,1,0,1,1,B9,2041-2598,2000-2600,1695064870,1695064893,,,One Finger
116,23,physical,range,2-0,1,0,1,2,D9,1752-2334,1700-2200,1695064894,1695064916,,,One Finger
116,24,physical,range,2-0,1,0,1,3,B3,1150-1805,900-1900,1695064917,1695064944,,,One Finger
116,25,2d,advect,0-0,2,2,0,training1,H9,04:28,04:00,1695065259,1695065297,,,
116,26,2d,advect,2-0,2,2,1,1,C7,07:23,07:30,1695065345,1695065381,,,
116,27,2d,advect,2-0,2,2,1,2,A7,08:20,08:30,1695065383,1695065430,,,
116,28,2d,advect,2-0,2,2,1,3,H10,04:53,07:30,1695065431,1695065481,,,
116,29,2d,range,0-0,2,0,0,training1,J10,326-1128,300-1140,1695065557,1695065596,,,
116,30,2d,range,2-0,2,0,1,1,C7,1415-2077,600-2200,1695065624,1695065670,,,
116,31,2d,range,2-0,2,0,1,2,F10,1416-2154,1400-3200,1695065670,1695065716,,,
116,32,2d,range,2-0,2,0,1,3,H10,1171-2040,1350-2040,1695065718,1695065753,,,
116,33,2d,compare,0-0,2,1,0,training1,G9-H1-A1,H1,H1,1695065799,1695065813,,,
116,34,2d,compare,2-0,2,1,1,1,F1-A7-B3,F1,F1,1695065827,1695065841,,,Multiple Fingers
116,35,2d,compare,2-0,2,1,1,2,I10-G5-A4,G5,G5,1695065842,1695065881,,,Multiple Fingers
116,36,2d,compare,2-0,2,1,1,3,J8-D7-A1,J8,J8,1695065882,1695065922,,,Multiple Fingers
117,1,3d,range,0-0,0,0,0,training1,H9,359-1026,300-1000,1695069788,1695069831,,,
117,2,3d,range,0-2,0,0,1,1,I2,495-990,500-700,1695069858,1695069916,,,
117,3,3d,range,0-2,0,0,1,2,C8,630-1095,400-700,1695069926,1695070007,,,
117,4,3d,range,0-2,0,0,1,3,E5,623-1095,300-800,1695070010,1695070067,,,
117,5,3d,compare,0-0,0,1,0,training1,I10-B6-J2,J2,J2,1695070149,1695070190,,,
117,6,3d,compare,0-2,0,1,1,1,B7-F6-C1,B7,B7,1695070202,1695070229,,,
117,7,3d,compare,0-2,0,1,1,2,G2-F7-C10,G2,G2,1695070233,1695070284,,,
117,8,3d,compare,0-2,0,1,1,3,A6-E3-E8,E8,E8,1695070289,1695070322,,,
117,9,3d,advect,0-0,0,2,0,training1,A6,04:30,04:15,1695070424,1695070460,,,
117,10,3d,advect,0-2,0,2,1,1,B4,03:23,02:45,1695070476,1695070499,,,
117,11,3d,advect,0-2,0,2,1,2,C8,10:07,07:45,1695070502,1695070527,,,
117,12,3d,advect,0-2,0,2,1,3,J4,06:04,06:15,1695070529,1695070544,,,
117,13,2d,compare,0-0,1,1,0,training1,E8-A1-A6,A1,A1,1695071049,1695071090,,,
117,14,2d,compare,0-2,1,1,1,1,I2-I9-D7,I9,I9,1695071113,1695071138,,,
117,15,2d,compare,0-2,1,1,1,2,C7-H6-I1,H6,H6,1695071139,1695071196,,,One Finger
117,16,2d,compare,0-2,1,1,1,3,I10-J4-A9,I10,I10,1695071197,1695071232,,,One Finger
117,17,2d,advect,0-0,1,2,0,training1,I7,08:57,08:30,1695071306,1695071347,,,
117,18,2d,advect,0-2,1,2,1,1,E5,05:05,07:30,1695071375,1695071415,,,
117,19,2d,advect,0-2,1,2,1,2,B2,09:29,10:30,1695071417,1695071499,,,
117,20,2d,advect,0-2,1,2,1,3,G10,09:28,10:45,1695071500,1695071545,,,
117,21,2d,range,0-0,1,0,0,training1,D9,221-808,100-900,1695071610,1695071656,,,
117,22,2d,range,0-2,1,0,1,1,A10,302-1215,250-1400,1695071682,1695071740,,,
117,23,2d,range,0-2,1,0,1,2,F7,435-1090,400-1200,1695071742,1695071796,,,
117,24,2d,range,0-2,1,0,1,3,G10,309-1032,250-1100,1695071799,1695071849,,,
117,25,physical,advect,0-0,2,2,0,training1,B10,11:03,10:45,1695072109,1695072130,,,
117,26,physical,advect,0-2,2,2,1,1,F7,06:44,07:00,1695072171,1695072191,,Pick Up,One Finger
117,27,physical,advect,0-2,2,2,1,2,A10,01:15,06:45,1695072217,1695072230,,Pick Up,One Finger
117,28,physical,advect,0-2,2,2,1,3,I2,09:57,09:15,1695072233,1695072254,,Pick Up,One Finger
117,29,physical,range,0-0,2,0,0,training1,J5,137-393,200-500,1695072291,1695072332,,,
117,30,physical,range,0-2,2,0,1,1,F2,348-856,200-600,1695072357,1695072390,,Rotate,One Finger
117,31,physical,range,0-2,2,0,1,2,J4,353-1060,300-1100,1695072392,1695072430,,Rotate,One Finger
117,32,physical,range,0-2,2,0,1,3,B4,658-1045,600-1000,1695072431,1695072472,,Rotate,One Finger
117,33,physical,compare,0-0,2,1,0,training1,H9-I5-E5,E5,E5,1695072507,1695072538,,,
117,34,physical,compare,0-2,2,1,1,1,F2-I6-A8,I6,A8,1695072557,1695072595,,Pick Up,Multiple Fingers
117,35,physical,compare,0-2,2,1,1,2,F5-F1-H10,F1,F1,1695072597,1695072619,,Pick Up,Multiple Fingers
117,36,physical,compare,0-2,2,1,1,3,D1-J5-C8,J5,J5,1695072620,1695072637,,,Multiple Fingers
118,1,physical,range,0-0,0,0,0,training1,C7,330-885,400-950,1695135040,1695135087,,,
118,2,physical,range,0-1,0,0,1,1,F3,805-1781,600-1600,1695135118,1695135167,,,One Finger
118,3,physical,range,0-1,0,0,1,2,J3,801-1495,300-1400,1695135176,1695135211,,,One Finger
118,4,physical,range,0-1,0,0,1,3,G10,623-1788,600-1750,1695135214,1695135259,,,One Finger
118,5,physical,compare,0-0,0,1,0,training1,E3-A4-H8,E3,E3,1695135327,1695135356,,,
118,6,physical,compare,0-1,0,1,1,1,I8-J3-A1,I8,I8,1695135378,1695135404,,,Multiple Fingers
118,7,physical,compare,0-1,0,1,1,2,H10-A8-H2,H2,H2,1695135406,1695135451,,,Multiple Fingers
118,8,physical,compare,0-1,0,1,1,3,F8-C5-I3,F8,F8,1695135453,1695135493,,,Multiple Fingers
118,9,physical,advect,0-0,0,2,0,training1,B10,11:03,09:00,1695135612,1695135630,,,
118,10,physical,advect,0-1,0,2,1,1,E6,06:20,06:15,1695135657,1695135680,,,One Finger
118,11,physical,advect,0-1,0,2,1,2,A3,12:41,12:45,1695135681,1695135699,,,One Finger
118,12,physical,advect,0-1,0,2,1,3,J10,09:32,08:15,1695135700,1695135724,,,One Finger
118,13,3d,compare,0-0,1,1,0,training1,E7-F1-J10,E7,E7,1695136283,1695136340,,,
118,14,3d,compare,0-1,1,1,1,1,H7-C6-I1,I1,I1,1695136353,1695136397,,,
118,15,3d,compare,0-1,1,1,1,2,F9-B7-J7,J7,J7,1695136401,1695136451,,,
118,16,3d,compare,0-1,1,1,1,3,B10-J10-J5,J5,J5,1695136454,1695136491,,,
118,17,3d,advect,0-0,1,2,0,training1,F10,09:26,09:15,1695136552,1695136577,,,
118,18,3d,advect,0-1,1,2,1,1,G6,04:30,04:15,1695136596,1695136627,,,
118,19,3d,advect,0-1,1,2,1,2,G10,09:18,06:45,1695136629,1695136662,,,
118,20,3d,advect,0-1,1,2,1,3,H4,03:05,03:15,1695136668,1695136688,,,
118,21,3d,range,0-0,1,0,0,training1,J10,326-1128,500-1100,1695136751,1695136786,,,
118,22,3d,range,0-1,1,0,1,1,H4,979-1749,900-1600,1695136844,1695136908,,,
118,23,3d,range,0-1,1,0,1,2,B8,723-1283,700-1200,1695136911,1695136955,,,
118,24,3d,range,0-1,1,0,1,3,B5,1115-1567,1000-1450,1695136957,1695137009,,,
118,25,2d,advect,0-0,2,2,0,training1,C7,02:48,02:45,1695137375,1695137395,,,
118,26,2d,advect,0-1,2,2,1,1,B8,06:59,07:00,1695137415,1695137453,,,
118,27,2d,advect,0-1,2,2,1,2,F3,07:18,07:15,1695137454,1695137499,,,
118,28,2d,advect,0-1,2,2,1,3,B5,12:19,01:30,1695137500,1695137553,,,
118,29,2d,range,0-0,2,0,0,training1,D9,221-808,230-800,1695137619,1695137664,,,
118,30,2d,range,0-1,2,0,1,1,G6,647-1276,640-1280,1695137682,1695137714,,,
118,31,2d,range,0-1,2,0,1,2,A3,980-1787,920-1780,1695137717,1695137762,,,
118,32,2d,range,0-1,2,0,1,3,J10,641-1896,610-1890,1695137763,1695137802,,,
118,33,2d,compare,0-0,2,1,0,training1,D10-A2-J9,A2,A2,1695137838,1695137886,,,
118,34,2d,compare,0-1,2,1,1,1,H5-E10-A9,A9,A9,1695137900,1695137934,,,
118,35,2d,compare,0-1,2,1,1,2,D9-I2-A2,D9,D9,1695137935,1695137970,,,
118,36,2d,compare,0-1,2,1,1,3,H9-F5-B5,H9,H9,1695137970,1695138007,,,
120,1,physical,range,0-0,0,0,0,training1,J10,326-1128,400-1200,1695215108,1695215134,,,
120,2,physical,range,0-2,0,0,1,1,F2,348-856,450-850,1695215178,1695215225,,Rotate,One Finger
120,3,physical,range,0-2,0,0,1,2,C8,630-1095,550-1100,1695215231,1695215284,,Rotate,Multiple Fingers
120,4,physical,range,0-2,0,0,1,3,A10,302-1215,250-1200,1695215288,1695215318,,Rotate,Multiple Fingers
120,5,physical,compare,0-0,0,1,0,training1,C9-D3-J3,J3,J3,1695215386,1695215421,,,
120,6,physical,compare,0-2,0,1,1,1,C8-G5-I10,G5,G5,1695215443,1695215492,,,Multiple Fingers
120,7,physical,compare,0-2,0,1,1,2,E10-J1-B2,E10,E10,1695215493,1695215547,,,Multiple Fingers
120,8,physical,compare,0-2,0,1,1,3,A7-E2-G10,A7,E2,1695215550,1695215606,,,Multiple Fingers
120,9,physical,advect,0-0,0,2,0,training1,A6,04:30,05:00,1695215706,1695215760,,,
120,10,physical,advect,0-2,0,2,1,1,F7,06:44,06:45,1695215786,1695215819,*asked clarifying question,,One Finger
120,11,physical,advect,0-2,0,2,1,2,B4,03:23,02:45,1695215821,1695215854,,,One Finger
120,12,physical,advect,0-2,0,2,1,3,E5,05:05,06:30,1695215855,1695215891,,,One Finger
120,13,2d,compare,0-0,1,1,0,training1,A1-I3-E4,I3,I3,1695216243,1695216291,,,
120,14,2d,compare,0-2,1,1,1,1,I3-A8-H8,H8,H8,1695216312,1695216368,,,
120,15,2d,compare,0-2,1,1,1,2,H6-C6-B10,H6,H6,1695216376,1695216424,,,
120,16,2d,compare,0-2,1,1,1,3,J9-H1-B9,J9,J9,1695216434,1695216498,,,
120,17,2d,advect,0-0,1,2,0,training1,I7,08:57,06:30,1695216565,1695216605,,,
120,18,2d,advect,0-2,1,2,1,1,C8,10:07,10:15,1695216648,1695216690,,,
120,19,2d,advect,0-2,1,2,1,2,B2,09:29,09:30,1695216695,1695216736,,,
120,20,2d,advect,0-2,1,2,1,3,J4,06:04,06:00,1695216739,1695216783,,,
120,21,2d,range,0-0,1,0,0,training1,H9,359-1026,350-1020,1695216855,1695216903,,,
120,22,2d,range,0-2,1,0,1,1,I2,495-990,480-1000,1695216927,1695216969,,,
120,23,2d,range,0-2,1,0,1,2,G10,309-1032,280-1020,1695216978,1695217024,,,
120,24,2d,range,0-2,1,0,1,3,B4,658-1045,660-1060,1695217027,1695217065,,,
120,25,3d,advect,0-0,2,2,0,training1,J5,08:06,08:30,1695217502,1695217549,,,
120,26,3d,advect,0-2,2,2,1,1,F2,08:09,08:15,1695217569,1695217604,,,
120,27,3d,advect,0-2,2,2,1,2,I2,09:57,06:00,1695217609,1695217643,,,
120,28,3d,advect,0-2,2,2,1,3,A10,01:15,02:15,1695217648,1695217688,,,
120,29,3d,range,0-0,2,0,0,training1,F10,536-1797,550-1800,1695217739,1695217810,,,
120,30,3d,range,0-2,2,0,1,1,J4,353-1060,400-900,1695217834,1695217883,,,
120,31,3d,range,0-2,2,0,1,2,B2,826-1163,850-1000,1695217886,1695217946,,,
120,32,3d,range,0-2,2,0,1,3,F7,435-1090,500-1200,1695217955,1695218020,,,
120,33,3d,compare,0-0,2,1,0,training1,B9-G6-I2,I2,I2,1695218056,1695218188,,,
120,34,3d,compare,0-2,2,1,1,1,D2-B8-G9,G9,G9,1695218215,1695218233,,,
120,35,3d,compare,0-2,2,1,1,2,D10-B3-F6,D10,B3,1695218237,1695218289,,,
120,36,3d,compare,0-2,2,1,1,3,J10-C5-G6,J10,J10,1695218297,1695218343,,,
121,1,2d,range,0-0,0,0,0,training1,J5,137-393,150-400,1695312534,1695312592,,,
121,2,2d,range,0-1,0,0,1,1,J3,801-1495,810-1500,1695312629,1695312665,,,
121,3,2d,range,0-1,0,0,1,2,J10,641-1896,700-1900,1695312670,1695312691,,,
121,4,2d,range,0-1,0,0,1,3,H4,979-1749,950-1600,1695312693,1695312724,,,
121,5,2d,compare,0-0,0,1,0,training1,C4-I2-A8,I2,I2,1695312796,1695312812,,,
121,6,2d,compare,0-1,0,1,1,1,J7-E4-F8,J7,J7,1695312826,1695312843,,,
121,7,2d,compare,0-1,0,1,1,2,D1-I3-G8,D1,D1,1695312846,1695312866,,,
121,8,2d,compare,0-1,0,1,1,3,B9-E3-F9,F9,F9,1695312869,1695312889,,,
121,9,2d,advect,0-0,0,2,0,training1,J5,08:06,09:30,1695313022,1695313045,,,
121,10,2d,advect,0-1,0,2,1,1,B8,06:59,07:00,1695313090,1695313116,,,
121,11,2d,advect,0-1,0,2,1,2,A3,12:41,08:30,1695313119,1695313151,,,
121,12,2d,advect,0-1,0,2,1,3,H4,03:05,03:00,1695313155,1695313176,,,
121,13,3d,compare,0-0,1,1,0,training1,F5-A7-G9,F5,F5,1695313898,1695313926,*zSpace crashed,,
121,14,3d,compare,0-1,1,1,1,1,I4-B6-A2,A2,A2,1695313940,1695313986,,,
121,15,3d,compare,0-1,1,1,1,2,E9-I8-F1,I8,I8,1695313989,1695314006,,,
121,16,3d,compare,0-1,1,1,1,3,D3-H7-E10,D3,D3,1695314008,1695314029,,,
121,17,3d,advect,0-0,1,2,0,training1,A6,04:30,04:30,1695314092,1695314116,,,
121,18,3d,advect,0-1,1,2,1,1,G10,09:18,09:30,1695314129,1695314153,,,
121,19,3d,advect,0-1,1,2,1,2,G6,04:30,04:00,1695314156,1695314176,,,
121,20,3d,advect,0-1,1,2,1,3,J3,02:45,03:30,1695314179,1695314202,,,
121,21,3d,range,0-0,1,0,0,training1,I7,137-591,600-1000,1695314277,1695314323,,,
121,22,3d,range,0-1,1,0,1,1,F3,805-1781,800-1800,1695314382,1695314427,,,
121,23,3d,range,0-1,1,0,1,2,B8,723-1283,1000-1400,1695314431,1695314464,,,
121,24,3d,range,0-1,1,0,1,3,E6,948-1472,600-1400,1695314467,1695314515,,,
121,25,physical,advect,0-0,2,2,0,training1,B10,11:03,09:00,1695314761,1695314779,,,
121,26,physical,advect,0-1,2,2,1,1,F3,07:18,11:30,1695314814,1695314856,,,
121,27,physical,advect,0-1,2,2,1,2,J10,09:32,09:30,1695314860,1695314881,,,
121,28,physical,advect,0-1,2,2,1,3,E6,06:20,04:30,1695314884,1695314907,,,
121,29,physical,range,0-0,2,0,0,training1,C7,330-885,200-800,1695314954,1695314980,,,
121,30,physical,range,0-1,2,0,1,1,B5,1115-1567,1100-1400,1695315013,1695315035,,,One Finger
121,31,physical,range,0-1,2,0,1,2,G6,647-1276,600-1200,1695315039,1695315075,,,One Finger
121,32,physical,range,0-1,2,0,1,3,G10,623-1788,500-1300,1695315078,1695315106,,,One Finger
121,33,physical,compare,0-0,2,1,0,training1,I4-A9-D4,D4,I4,1695315147,1695315147,,,
121,34,physical,compare,0-1,2,1,1,1,A7-A3-D2,D2,D2,1695315197,1695315210,,,One Finger
121,35,physical,compare,0-1,2,1,1,2,J2-I6-A1,I6,I6,1695315212,1695315227,,,Multiple Fingers
121,36,physical,compare,0-1,2,1,1,3,H5-B1-J10,B1,B1,1695315229,1695315245,,,Multiple Fingers
122,1,3d,range,0-0,0,0,0,training1,J5,137-393,200-600,1695400821,1695400985,,,
122,2,3d,range,2-0,0,0,1,1,E7,1323-2040,1600-2400,1695401029,1695401076,,,
122,3,3d,range,2-0,0,0,1,2,A7,1797-2345,2000-2400,1695401083,1695401123,,,
122,4,3d,range,2-0,0,0,1,3,F10,1416-2154,1800-2600,1695401126,1695401170,,,
122,5,3d,compare,0-0,0,1,0,training1,I6-C1-D9,C1,I6,1695401248,1695401315,,,
122,6,3d,compare,2-0,0,1,1,1,J9-E3-A10,J9,J9,1695401353,1695401378,,,
122,7,3d,compare,2-0,0,1,1,2,G8-G4-A6,G4,G4,1695401425,1695401444,* quick break for water,,
122,8,3d,compare,2-0,0,1,1,3,D9-G3-H9,G3,G3,1695401447,1695401469,,,
122,9,3d,advect,0-0,0,2,0,training1,J10,11:44,08:30,1695401575,1695401605,,,
122,10,3d,advect,2-0,0,2,1,1,G8,04:52,05:30,1695401644,1695401664,,,
122,11,3d,advect,2-0,0,2,1,2,H10,04:53,06:00,1695401666,1695401686,,,
122,12,3d,advect,2-0,0,2,1,3,B3,07:34,07:30,1695401688,1695401702,,,
122,13,physical,compare,0-0,1,1,0,training1,E3-H8-A7,E3,E3,1695402096,1695402115,,,
122,14,physical,compare,2-0,1,1,1,1,J2-H10-D1,J2,J2,1695402138,1695402167,,Pick Up,One Finger
122,15,physical,compare,2-0,1,1,1,2,I10-C4-J1,J1,J1,1695402171,1695402191,,Pick Up,One Finger
122,16,physical,compare,2-0,1,1,1,3,J8-E2-A7,J8,J8,1695402194,1695402213,,Pick Up,One Finger
122,17,physical,advect,0-0,1,2,0,training1,J5,08:06,08:30,1695402267,1695402284,,,
122,18,physical,advect,2-0,1,2,1,1,E7,05:36,05:45,1695402314,1695402336,,Pick Up,One Finger
122,19,physical,advect,2-0,1,2,1,2,F10,06:59,07:00,1695402343,1695402356,,Pick Up,One Finger
122,20,physical,advect,2-0,1,2,1,3,B5,03:30,03:00,1695402362,1695402375,,Pick Up,One Finger
122,21,physical,range,0-0,1,0,0,training1,F10,536-1797,500-1700,1695402449,1695402481,,,
122,22,physical,range,2-0,1,0,1,1,H10,1171-2040,1600-2100,1695402508,1695402551,,Rotate,
122,23,physical,range,2-0,1,0,1,2,D9,1752-2334,1800-2400,1695402554,1695402582,,Pick Up,
122,24,physical,range,2-0,1,0,1,3,B3,1150-1805,1400-1900,1695402584,1695402623,,Pick Up,
122,25,2d,advect,0-0,2,2,0,training1,B10,11:03,10:45,1695403002,1695403036,,,
122,26,2d,advect,2-0,2,2,1,1,B9,08:55,06:15,1695403061,1695403086,,,
122,27,2d,advect,2-0,2,2,1,2,D9,09:41,06:00,1695403103,1695403126,,,
122,28,2d,advect,2-0,2,2,1,3,A7,08:20,06:00,1695403128,1695403158,,,
122,29,2d,range,0-0,2,0,0,training1,A8,307-603,200-600,1695403218,1695403268,,,
122,30,2d,range,2-0,2,0,1,1,G8,1073-1809,1100-1800,1695403288,1695403316,,,
122,31,2d,range,2-0,2,0,1,2,B5,1409-2165,1500-2000,1695403317,1695403349,,,
122,32,2d,range,2-0,2,0,1,3,B9,2041-2598,2100-2600,1695403351,1695403382,,,
122,33,2d,compare,0-0,2,1,0,training1,F8-D2-H3,H3,D2,1695403421,1695403438,,,
122,34,2d,compare,2-0,2,1,1,1,J4-I8-F6,J4,J4,1695403458,1695403493,,,
122,35,2d,compare,2-0,2,1,1,2,B2-D10-G5,G5,D10,1695403494,1695403513,,,
122,36,2d,compare,2-0,2,1,1,3,I2-I9-F7,I2,I2,1695403514,1695403536,,,
123,1,3d,range,0-0,0,0,0,training1,B10,494-1312,400-1300,1695674543,1695674598,,,
123,2,3d,range,0-2,0,0,1,1,J4,353-1060,800-1200,1695674627,1695674670,,,
123,3,3d,range,0-2,0,0,1,2,B4,658-1045,1000-1300,1695674678,1695674727,,,
123,4,3d,range,0-2,0,0,1,3,A10,302-1215,200-1200,1695674732,1695674766,,,
123,5,3d,compare,0-0,0,1,0,training1,G9-H2-A7,H2,H2,1695674901,1695674921,,,
123,6,3d,compare,0-2,0,1,1,1,H7-E9-A9,H7,H7,1695674947,1695674985,,,
123,7,3d,compare,0-2,0,1,1,2,A3-D8-H4,H4,D8,1695674991,1695675046,,,
123,8,3d,compare,0-2,0,1,1,3,C7-H8-I2,H8,H8,1695675050,1695675080,,,
123,9,3d,advect,0-0,0,2,0,training1,F10,09:26,09:30,1695675205,1695675246,,,
123,10,3d,advect,0-2,0,2,1,1,J4,06:04,06:00,1695675265,1695675288,,,
123,11,3d,advect,0-2,0,2,1,2,F2,08:09,10:45,1695675293,1695675336,,,
123,12,3d,advect,0-2,0,2,1,3,C8,10:07,07:30,1695675339,1695675379,,,
123,13,2d,compare,0-0,1,1,0,training1,G7-A5-I3,I3,I3,1695675742,1695675763,,,
123,14,2d,compare,0-2,1,1,1,1,F1-A10-J3,F1,F1,1695675785,1695675839,,,
123,15,2d,compare,0-2,1,1,1,2,H6-B2-I1,H6,H6,1695675841,1695675901,"*needed to ""reset""",,
123,16,2d,compare,0-2,1,1,1,3,F7-J7-A6,J7,J7,1695675909,1695675935,,,
123,17,2d,advect,0-0,1,2,0,training1,A8,05:26,05:30,1695676007,1695676054,,,
123,18,2d,advect,0-2,1,2,1,1,A10,01:15,06:45,1695676072,1695676118,,,
123,19,2d,advect,0-2,1,2,1,2,B2,09:29,09:30,1695676126,1695676164,,,
123,20,2d,advect,0-2,1,2,1,3,B4,03:23,03:00,1695676168,1695676212,,,
123,21,2d,range,0-0,1,0,0,training1,I7,137-591,100-550,1695676276,1695676338,,,
123,22,2d,range,0-2,1,0,1,1,F7,435-1090,450-1150,1695676358,1695676402,,,
123,23,2d,range,0-2,1,0,1,2,G10,309-1032,200-1100,1695676411,1695676447,,,
123,24,2d,range,0-2,1,0,1,3,B2,826-1163,800-1250,1695676455,1695676496,,,
123,25,physical,advect,0-0,2,2,0,training1,D9,09:06,09:30,1695676718,1695676738,,,
123,26,physical,advect,0-2,2,2,1,1,E5,05:05,05:00,1695676764,1695676785,,,
123,27,physical,advect,0-2,2,2,1,2,I2,09:57,10:00,1695676789,1695676805,,,
123,28,physical,advect,0-2,2,2,1,3,F7,06:44,06:50,1695676807,1695676836,,,
123,29,physical,range,0-0,2,0,0,training1,H9,359-1026,250-1100,1695676873,1695676906,,,
123,30,physical,range,0-2,2,0,1,1,F2,348-856,250-800,1695676944,1695676978,,Pick Up,
123,31,physical,range,0-2,2,0,1,2,E5,623-1095,500-1000,1695676981,1695677022,,Pick Up,
123,32,physical,range,0-2,2,0,1,3,C8,630-1095,600-1100,1695677025,1695677069,,Pick Up,
123,33,physical,compare,0-0,2,1,0,training1,E3-A4-I2,I2,I2,1695677106,1695677126,,,
123,34,physical,compare,0-2,2,1,1,1,G7-E2-B8,G7,B8,1695677143,1695677191,,Pick Up,One Finger
123,35,physical,compare,0-2,2,1,1,2,C6-G5-J8,J8,J8,1695677194,1695677226,,Pick Up,One Finger
123,36,physical,compare,0-2,2,1,1,3,D3-J2-C9,D3,C9,1695677227,1695677246,,Pick Up,
124,1,physical,range,0-0,0,0,0,training1,H9,359-1026,300-1050,1695820050,1695820108,,,
124,2,physical,range,0-1,0,0,1,1,A3,980-1787,900-1700,1695820150,1695820192,,Rotate,Multiple Fingers
124,3,physical,range,0-1,0,0,1,2,E6,948-1472,1000-1400,1695820195,1695820250,,Rotate,Multiple Fingers
124,4,physical,range,0-1,0,0,1,3,G10,623-1788,700-1750,1695820253,1695820286,,Rotate,Multiple Fingers
124,5,physical,compare,0-0,0,1,0,training1,E1-D10-A3,E1,E1,1695820385,1695820409,,,
124,6,physical,compare,0-1,0,1,1,1,C8-B3-F2,C8,C8,1695820428,1695820460,,,Multiple Fingers
124,7,physical,compare,0-1,0,1,1,2,G9-G2-B5,G9,G9,1695820463,1695820496,,,Multiple Fingers
124,8,physical,compare,0-1,0,1,1,3,D2-F9-J3,D2,D2,1695820498,1695820523,,,Multiple Fingers
124,9,physical,advect,0-0,0,2,0,training1,I7,08:57,08:00,1695820634,1695820669,,,
124,10,physical,advect,0-1,0,2,1,1,J3,02:45,04:15,1695820699,1695820746,,,One Finger
124,11,physical,advect,0-1,0,2,1,2,G10,09:18,09:00,1695820749,1695820813,,,
124,12,physical,advect,0-1,0,2,1,3,B8,06:59,07:00,1695820815,1695820841,,,
124,13,3d,compare,0-0,1,1,0,training1,A9-G8-D1,D1,D1,1695821340,1695821417,,,
124,14,3d,compare,0-1,1,1,1,1,H8-G1-B1,H8,H8,1695821442,1695821498,,,
124,15,3d,compare,0-1,1,1,1,2,I8-C1-C9,I8,I8,1695821503,1695821547,,,
124,16,3d,compare,0-1,1,1,1,3,D3-C7-G5,D3,D3,1695821548,1695821582,,,
124,17,3d,advect,0-0,1,2,0,training1,D9,09:06,09:15,1695821645,1695821703,,,
124,18,3d,advect,0-1,1,2,1,1,E6,06:20,04:30,1695821721,1695821753,,,
124,19,3d,advect,0-1,1,2,1,2,F3,07:18,07:30,1695821756,1695821790,,,
124,20,3d,advect,0-1,1,2,1,3,A3,12:41,08:30,1695821792,1695821815,,,
124,21,3d,range,0-0,1,0,0,training1,F10,536-1797,600-1800,1695821881,1695821958,,,
124,22,3d,range,0-1,1,0,1,1,J10,641-1896,800-1800,1695821979,1695822058,,,
124,23,3d,range,0-1,1,0,1,2,B8,723-1283,500-1100,1695822060,1695822127,,,
124,24,3d,range,0-1,1,0,1,3,F3,805-1781,1200-1500,1695822129,1695822230,,,
