ParticipantID,TrialNum,Modality,Task,Dataset,ModalityOrder,TaskOrder,DatasetOrder,Repetition,Target,CorrectAnswer,UserAnswer,UserStartTime,UserEndTime,Drop Notes,Pick up phys,Use body reference frame
108,9,physical,advect,0-0,0,2,0,training1,A6,04:30,04:15,1691599806,1691599838,,,
108,10,physical,advect,0-2,0,2,1,1,E5,05:05,05:00,1691599861,1691599918,,,One Finger
108,11,physical,advect,0-2,0,2,1,2,B4,03:23,02:45,1691599920,1691599948,,,One Finger
108,12,physical,advect,0-2,0,2,1,3,C8,10:07,10:15,1691599951,1691600001,,,One Finger
108,13,2d,compare,0-0,1,1,0,training1,A4-C10-H5,H5,H5,1691600455,1691600507,,,
108,14,2d,compare,0-2,1,1,1,1,A8-J4-H9,H9,H9,1691600533,1691600583,,,
108,15,2d,compare,0-2,1,1,1,2,B9-F1-J5,J5,J5,1691600584,1691600626,,,
108,16,2d,compare,0-2,1,1,1,3,G3-A9-E10,E10,E10,1691600643,1691600707,,,One Finger
108,17,2d,advect,0-0,1,2,0,training1,A8,05:26,05:30,1691600777,1691600814,,,
108,18,2d,advect,0-2,1,2,1,1,A10,01:15,06:40,1691600831,1691600877,,,
108,19,2d,advect,0-2,1,2,1,2,I2,09:57,10:00,1691600879,1691600926,,,
108,20,2d,advect,0-2,1,2,1,3,G10,09:28,09:20,1691600938,1691600973,,,
108,21,2d,range,0-0,1,0,0,training1,I7,137-591,120-560,1691601034,1691601082,,,
108,22,2d,range,0-2,1,0,1,1,A10,302-1215,240-1240,1691601099,1691601145,,,
108,23,2d,range,0-2,1,0,1,2,B2,826-1163,820-1160,1691601146,1691601205,,,
108,24,2d,range,0-2,1,0,1,3,J4,353-1060,340-1080,1691601206,1691601252,,,
108,25,3d,advect,0-0,2,2,0,training1,I7,08:57,06:00,1691601774,1691601829,,,
108,26,3d,advect,0-2,2,2,1,1,B2,09:29,07:30,1691601873,1691601906,,,
108,27,3d,advect,0-2,2,2,1,2,F7,06:44,06:50,1691601909,1691601955,,,
108,28,3d,advect,0-2,2,2,1,3,J4,06:04,06:10,1691601958,1691601987,,,
108,29,3d,range,0-0,2,0,0,training1,H9,359-1026,400-1000,1691602053,1691602131,,,
108,30,3d,range,0-2,2,0,1,1,E5,623-1095,300-900,1691602149,1691602212,,,
108,31,3d,range,0-2,2,0,1,2,G10,309-1032,300-1100,1691602215,1691602265,,,
108,32,3d,range,0-2,2,0,1,3,F7,435-1090,400-1000,1691602267,1691602324,,,
108,33,3d,compare,0-0,2,1,0,training1,J8-F10-F5,F5,F5,1691602413,1691602433,,,
108,34,3d,compare,0-2,2,1,1,1,H1-H10-F6,H1,H1,1691602443,1691602464,,,
108,35,3d,compare,0-2,2,1,1,2,C1-A10-E9,E9,E9,1691602466,1691602504,,,
108,36,3d,compare,0-2,2,1,1,3,B8-I10-F2,I10,B8,1691602506,1691602572,,,
109,1,2d,range,0-0,0,0,0,training1,I7,137-591,150-450,1692125014,1692125075,,,
109,2,2d,range,0-1,0,0,1,1,E6,948-1472,1050-1450,1692125193,1692125225,,,
109,3,2d,range,0-1,0,0,1,2,B8,723-1283,700-1300,1692125233,1692125299,,,
109,4,2d,range,0-1,0,0,1,3,A3,980-1787,950-1800,1692125302,1692125363,,,
109,5,2d,compare,0-0,0,1,0,training1,G5-D9-B1,G5,G5,1692125440,1692125507,,,
109,6,2d,compare,0-1,0,1,1,1,D10-J4-H1,H1,H1,1692125555,1692125624,,,
109,7,2d,compare,0-1,0,1,1,2,B9-F5-I9,I9,I9,1692125625,1692125677,,,
109,8,2d,compare,0-1,0,1,1,3,J8-G2-A4,J8,J8,1692125678,1692125728,,,
109,9,2d,advect,0-0,0,2,0,training1,B10,11:03,09:30,1692125917,1692126146,,,
109,10,2d,advect,0-1,0,2,1,1,E6,06:20,01:30,1692126216,1692126287,,,One Finger
109,11,2d,advect,0-1,0,2,1,2,B5,12:19,12:30,1692126288,1692126349,,,One Finger
109,12,2d,advect,0-1,0,2,1,3,H4,03:05,03:00,1692126350,1692126409,,,
109,13,3d,compare,0-0,1,1,0,training1,C10-H9-D3,D3,D3,1692126856,1692126958,,,
109,14,3d,compare,0-1,1,1,1,1,G10-H5-B5,H5,H5,1692127007,1692127087,,,
109,15,3d,compare,0-1,1,1,1,2,D4-J9-H4,J9,D4,1692127088,1692127165,,,
109,16,3d,compare,0-1,1,1,1,3,F10-G6-B3,F10,F10,1692127166,1692127236,,,
109,17,3d,advect,0-0,1,2,0,training1,I7,08:57,08:30,1692127322,1692127377,,,
109,18,3d,advect,0-1,1,2,1,1,G6,04:30,05:00,1692127395,1692127433,,,
109,19,3d,advect,0-1,1,2,1,2,A3,12:41,08:30,1692127445,1692127486,,,
109,20,3d,advect,0-1,1,2,1,3,F3,07:18,07:00,1692127488,1692127534,,,
109,21,3d,range,0-0,1,0,0,training1,J10,326-1128,200-1200,1692127656,1692127786,,,
109,22,3d,range,0-1,1,0,1,1,J3,801-1495,900-1450,1692127806,1692127887,,,
109,23,3d,range,0-1,1,0,1,2,J10,641-1896,800-1800,1692127888,1692127974,,,
109,24,3d,range,0-1,1,0,1,3,G10,623-1788,500-1700,1692127975,1692128025,,,
109,25,physical,advect,0-0,2,2,0,training1,H9,04:28,04:30,1692128296,1692128326,,,
109,26,physical,advect,0-1,2,2,1,1,G10,09:18,08:30,1692128364,1692128393,,,
109,27,physical,advect,0-1,2,2,1,2,B8,06:59,07:00,1692128394,1692128424,,,
109,28,physical,advect,0-1,2,2,1,3,J10,09:32,08:00,1692128425,1692128476,,,
109,29,physical,range,0-0,2,0,0,training1,H9,359-1026,300-1050,1692128525,1692128594,,,
109,30,physical,range,0-1,2,0,1,1,F3,805-1781,770-1800,1692128632,1692128713,,Pick Up,
109,31,physical,range,0-1,2,0,1,2,H4,979-1749,650-1650,1692128718,1692128794,,Pick Up,
109,32,physical,range,0-1,2,0,1,3,B5,1115-1567,900-1400,1692128796,1692128869,,Pick Up,
109,33,physical,compare,0-0,2,1,0,training1,B6-G1-E10,G1,G1,1692128910,1692128942,,,Multiple Fingers
109,34,physical,compare,0-1,2,1,1,1,B8-E1-I6,I6,I6,1692128960,1692128999,,,Multiple Fingers
109,35,physical,compare,0-1,2,1,1,2,I4-B6-I10,I4,B6,1692129000,1692129064,,,Multiple Fingers
109,36,physical,compare,0-1,2,1,1,3,C1-H9-E4,C1,C1,1692129064,1692129110,,,
110,1,3d,range,0-0,0,0,0,training1,D9,221-808,200-1000,1692642555,1692642606,,,
110,2,3d,range,2-0,0,0,1,1,F10,1416-2154,1600-2300,1692642640,1692642682,,,
110,3,3d,range,2-0,0,0,1,2,E7,1323-2040,1400-1600,1692642686,1692642728,,,
110,4,3d,range,2-0,0,0,1,3,A7,1797-2345,1600-2400,1692642742,1692642769,,,
110,5,3d,compare,0-0,0,1,0,training1,G5-E1-A6,E1,E1,1692642870,1692642902,,,
110,6,3d,compare,2-0,0,1,1,1,H6-C10-D6,H6,H6,1692642916,1692642958,,,
110,7,3d,compare,2-0,0,1,1,2,H2-J10-F9,J10,J10,1692642960,1692642988,,,
110,8,3d,compare,2-0,0,1,1,3,C2-D10-C6,C2,C2,1692642989,1692643030,,,
110,9,3d,advect,0-0,0,2,0,training1,F10,09:26,09:00,1692643146,1692643168,,,
110,10,3d,advect,2-0,0,2,1,1,G8,04:52,05:00,1692643203,1692643227,,,
110,11,3d,advect,2-0,0,2,1,2,E7,05:36,02:00,1692643228,1692643241,,,
110,12,3d,advect,2-0,0,2,1,3,D9,09:41,10:00,1692643242,1692643260,,,
110,13,physical,compare,0-0,1,1,0,training1,F2-C6-J4,F2,F2,1692643672,1692643691,,,
110,14,physical,compare,2-0,1,1,1,1,F5-A5-B1,B1,F5,1692643715,1692643738,,Pick Up,Multiple Fingers
110,15,physical,compare,2-0,1,1,1,2,B5-J1-B10,J1,J1,1692643741,1692643759,,Pick Up,Multiple Fingers
110,16,physical,compare,2-0,1,1,1,3,C3-A9-I8,I8,I8,1692643761,1692643784,,Pick Up,Multiple Fingers
110,17,physical,advect,0-0,1,2,0,training1,I7,08:57,08:00,1692643821,1692643837,,,
110,18,physical,advect,2-0,1,2,1,1,C7,07:23,06:00,1692643874,1692643887,,Pick Up,One Finger
110,19,physical,advect,2-0,1,2,1,2,F10,06:59,07:00,1692643890,1692643903,,Pick Up,One Finger
110,20,physical,advect,2-0,1,2,1,3,A7,08:20,08:00,1692643904,1692643920,,Pick Up,One Finger
110,21,physical,range,0-0,1,0,0,training1,J10,326-1128,200-1000,1692643952,1692643984,,,
110,22,physical,range,2-0,1,0,1,1,B3,1150-1805,1300-1800,1692644012,1692644049,,Pick Up,One Finger
110,23,physical,range,2-0,1,0,1,2,C7,1415-2077,1400-1800,1692644052,1692644084,,Pick Up,Multiple Fingers
110,24,physical,range,2-0,1,0,1,3,G8,1073-1809,1000-1600,1692644091,1692644125,,Pick Up,One Finger
110,25,2d,advect,0-0,2,2,0,training1,D9,09:06,12:00,1692644487,1692644519,,,
110,26,2d,advect,2-0,2,2,1,1,B3,07:34,08:00,1692644598,1692644619,,,
110,27,2d,advect,2-0,2,2,1,2,H10,04:53,05:00,1692644627,1692644659,,,
110,28,2d,advect,2-0,2,2,1,3,B9,08:55,06:00,1692644664,1692644705,,,
110,29,2d,range,0-0,2,0,0,training1,H9,359-1026,400-1000,1692644785,1692644817,,,
110,30,2d,range,2-0,2,0,1,1,B5,1409-2165,1400-2400,1692644840,1692644879,,,
110,31,2d,range,2-0,2,0,1,2,B9,2041-2598,2100-2600,1692644887,1692644918,,,
110,32,2d,range,2-0,2,0,1,3,H10,1171-2040,1300-1800,1692644928,1692644956,,,
110,33,2d,compare,0-0,2,1,0,training1,H5-H9-D4,D4,D4,1692644995,1692645026,,,
110,34,2d,compare,2-0,2,1,1,1,G7-D4-A8,D4,D4,1692645043,1692645080,,,Multiple Fingers
110,35,2d,compare,2-0,2,1,1,2,A3-E7-G2,G2,A3,1692645082,1692645119,,,Multiple Fingers
110,36,2d,compare,2-0,2,1,1,3,A1-E9-G1,G1,A1,1692645130,1692645155,,,
111,1,3d,range,0-0,0,0,0,training1,I7,137-591,200-1000,1692648980,1692649019,,,
111,2,3d,range,0-2,0,0,1,1,I2,495-990,500-750,1692649166,1692649197,,,
111,3,3d,range,0-2,0,0,1,2,C8,630-1095,500-850,1692649238,1692649277,,,
111,4,3d,range,0-2,0,0,1,3,F7,435-1090,200-1100,1692649284,1692649327,,,
111,5,3d,compare,0-0,0,1,0,training1,I1-C5-I10,I1,I1,1692649400,1692649452,,,
111,6,3d,compare,0-2,0,1,1,1,E10-J2-D6,E10,E10,1692649469,1692649498,,,
111,7,3d,compare,0-2,0,1,1,2,I7-D1-H3,I7,I7,1692649504,1692649525,,,
111,8,3d,compare,0-2,0,1,1,3,D8-B3-G5,G5,D8,1692649528,1692649565,,,
111,9,3d,advect,0-0,0,2,0,training1,D9,09:06,06:00,1692649684,1692649717,,,
111,10,3d,advect,0-2,0,2,1,1,F7,06:44,07:00,1692649806,1692649824,,,
111,11,3d,advect,0-2,0,2,1,2,B4,03:23,03:00,1692649828,1692649852,,,
111,12,3d,advect,0-2,0,2,1,3,F2,08:09,08:00,1692649854,1692649870,,,
111,13,2d,compare,0-0,1,1,0,training1,G10-B4-J3,J3,J3,1692650439,1692650470,,,One Finger
111,14,2d,compare,0-2,1,1,1,1,G9-H5-A3,G9,H5,1692650489,1692650524,,,One Finger
111,15,2d,compare,0-2,1,1,1,2,J8-B9-H4,J8,J8,1692650528,1692650554,,,Multiple Fingers
111,16,2d,compare,0-2,1,1,1,3,F2-C8-B2,F2,F2,1692650556,1692650603,,,
111,17,2d,advect,0-0,1,2,0,training1,C7,02:48,12:00,1692650680,1692650725,,,
111,18,2d,advect,0-2,1,2,1,1,B2,09:29,09:00,1692650777,1692650840,,,
111,19,2d,advect,0-2,1,2,1,2,A10,01:15,02:00,1692650844,1692650899,,,
111,20,2d,advect,0-2,1,2,1,3,I2,09:57,10:00,1692650905,1692650939,,,
111,21,2d,range,0-0,1,0,0,training1,B10,494-1312,300-1500,1692651006,1692651055,,,
111,22,2d,range,0-2,1,0,1,1,B2,826-1163,870-1120,1692651194,1692651245,,,One Finger
111,23,2d,range,0-2,1,0,1,2,A10,302-1215,350-1220,1692651255,1692651295,,,
111,24,2d,range,0-2,1,0,1,3,F2,348-856,370-830,1692651302,1692651334,,,
111,25,physical,advect,0-0,2,2,0,training1,I7,08:57,08:00,1692651858,1692651885,,,
111,26,physical,advect,0-2,2,2,1,1,G10,09:28,09:30,1692651968,1692651995,,,One Finger
111,27,physical,advect,0-2,2,2,1,2,C8,10:07,10:00,1692651997,1692652026,,,One Finger
111,28,physical,advect,0-2,2,2,1,3,J4,06:04,06:00,1692652027,1692652059,,,One Finger
111,29,physical,range,0-0,2,0,0,training1,A8,307-603,300-900,1692652095,1692652101,,,
111,30,physical,range,0-2,2,0,1,1,G10,309-1032,150-1050,1692652212,1692652252,,,One Finger
111,31,physical,range,0-2,2,0,1,2,B4,658-1045,650-1000,1692652254,1692652296,,,One Finger
111,32,physical,range,0-2,2,0,1,3,E5,623-1095,350-1100,1692652297,1692652334,,,Multiple Fingers
111,33,physical,compare,0-0,2,1,0,training1,H6-B3-F1,H6,H6,1692652376,1692652405,,,
111,34,physical,compare,0-2,2,1,1,1,I5-A2-J1,I5,I5,1692652429,1692652450,,,Multiple Fingers
111,35,physical,compare,0-2,2,1,1,2,D5-H1-H8,H8,H8,1692652455,1692652481,,,Multiple Fingers
111,36,physical,compare,0-2,2,1,1,3,J4-B8-F7,B8,B8,1692652483,1692652517,,,Multiple Fingers
112,1,physical,range,0-0,0,0,0,training1,I7,137-591,50-750,1692821259,1692821305,,,
112,2,physical,range,0-1,0,0,1,1,J3,801-1495,800-1400,1692821365,1692821401,,Pick Up,
112,3,physical,range,0-1,0,0,1,2,J10,641-1896,600-1800,1692821403,1692821432,,Pick Up,
112,4,physical,range,0-1,0,0,1,3,E6,948-1472,1200-1400,1692821434,1692821480,,Pick Up,
112,5,physical,compare,0-0,0,1,0,training1,A4-E10-H7,H7,H7,1692821563,1692821623,,,
112,6,physical,compare,0-1,0,1,1,1,C10-J4-H8,H8,H8,1692821651,1692821681,,Rotate,One Finger
112,7,physical,compare,0-1,0,1,1,2,F2-A3-A9,A9,A9,1692821682,1692821707,,Pick Up,Multiple Fingers
112,8,physical,compare,0-1,0,1,1,3,D2-I5-D8,D2,D2,1692821710,1692821732,,Pick Up,Multiple Fingers
112,9,physical,advect,0-0,0,2,0,training1,H9,04:28,05:00,1692821832,1692821864,,,
112,10,physical,advect,0-1,0,2,1,1,G6,04:30,04:30,1692821893,1692821918,,Rotate,One Finger
112,11,physical,advect,0-1,0,2,1,2,F3,07:18,11:45,1692821920,1692821946,,Rotate,One Finger
112,12,physical,advect,0-1,0,2,1,3,B5,12:19,12:30,1692821949,1692821979,,Rotate,One Finger
112,13,3d,compare,0-0,1,1,0,training1,D1-H4-I9,D1,D1,1692822451,1692822487,,,
112,14,3d,compare,0-1,1,1,1,1,I10-C2-J6,J6,J6,1692822506,1692822543,,,
112,15,3d,compare,0-1,1,1,1,2,B4-J10-G2,G2,G2,1692822550,1692822582,,,
112,16,3d,compare,0-1,1,1,1,3,E3-C7-I6,I6,I6,1692822586,1692822618,,,
112,17,3d,advect,0-0,1,2,0,training1,B10,11:03,09:00,1692822670,1692822723,,,
112,18,3d,advect,0-1,1,2,1,1,B8,06:59,07:30,1692822751,1692822794,,,
112,19,3d,advect,0-1,1,2,1,2,J3,02:45,02:30,1692822796,1692822832,,,
112,20,3d,advect,0-1,1,2,1,3,J10,09:32,08:30,1692822834,1692822877,,,
112,21,3d,range,0-0,1,0,0,training1,D9,221-808,200-700,1692822928,1692822977,,,
112,22,3d,range,0-1,1,0,1,1,B8,723-1283,400-1000,1692823000,1692823049,,,
112,23,3d,range,0-1,1,0,1,2,A3,980-1787,700-1400,1692823054,1692823113,,,
112,24,3d,range,0-1,1,0,1,3,H4,979-1749,900-1600,1692823116,1692823166,,,
112,25,2d,advect,0-0,2,2,0,training1,A6,04:30,04:00,1692823508,1692823576,,,
112,26,2d,advect,0-1,2,2,1,1,E6,06:20,06:30,1692823635,1692823664,,,
112,27,2d,advect,0-1,2,2,1,2,H4,03:05,03:15,1692823666,1692823725,,,
112,28,2d,advect,0-1,2,2,1,3,G10,09:18,06:30,1692823727,1692823799,,,
112,29,2d,range,0-0,2,0,0,training1,F10,536-1797,500-1800,1692823864,1692823924,,,
112,30,2d,range,0-1,2,0,1,1,G6,647-1276,650-1800,1692823945,1692824002,**** wrong target,,
112,31,2d,range,0-1,2,0,1,2,G10,623-1788,650-1800,1692824004,1692824051,,,
112,32,2d,range,0-1,2,0,1,3,B5,1115-1567,1100-1450,1692824054,1692824092,,,
112,33,2d,compare,0-0,2,1,0,training1,G10-D6-A3,A3,D6,1692824135,1692824184,,,
112,34,2d,compare,0-1,2,1,1,1,F7-B7-F1,B7,B7,1692824232,1692824286,,,
112,35,2d,compare,0-1,2,1,1,2,F4-I7-B1,I7,I7,1692824286,1692824328,,,
112,36,2d,compare,0-1,2,1,1,3,C5-I8-G5,I8,I8,1692824329,1692824361,,,
113,1,2d,range,0-0,0,0,0,training1,F10,536-1797,600-1800,1692898994,1692899035,,,
113,2,2d,range,2-0,0,0,1,1,F10,1416-2154,1600-2000,1692899109,1692899148,,,
113,3,2d,range,2-0,0,0,1,2,G8,1073-1809,1200-1600,1692899153,1692899185,,,
113,4,2d,range,2-0,0,0,1,3,H10,1171-2040,1400-1800,1692899186,1692899221,,,
113,5,2d,compare,0-0,0,1,0,training1,A4-A9-H7,H7,A9,1692899313,1692899345,,,
113,6,2d,compare,2-0,0,1,1,1,D10-J4-A5,J4,J4,1692899396,1692899429,,,One Finger
113,7,2d,compare,2-0,0,1,1,2,D5-I3-I8,I3,I3,1692899431,1692899452,,,Multiple Fingers
113,8,2d,compare,2-0,0,1,1,3,A4-J7-G1,G1,G1,1692899453,1692899467,,,Multiple Fingers
113,9,2d,advect,0-0,0,2,0,training1,A8,05:26,04:00,1692899675,1692899725,,,
113,10,2d,advect,2-0,0,2,1,1,G8,04:52,04:30,1692899778,1692899819,,,
113,11,2d,advect,2-0,0,2,1,2,A7,08:20,06:00,1692899820,1692899846,,,
113,12,2d,advect,2-0,0,2,1,3,E7,05:36,06:00,1692899848,1692899887,,,
113,13,physical,compare,0-0,1,1,0,training1,B8-I9-B4,B4,I9,1692900264,1692900315,,,
113,14,physical,compare,2-0,1,1,1,1,G3-C1-H7,G3,G3,1692900366,1692900405,,,One Finger
113,15,physical,compare,2-0,1,1,1,2,C7-H6-E2,H6,E2,1692900407,1692900440,,,Multiple Fingers
113,16,physical,compare,2-0,1,1,1,3,J10-D1-C6,J10,J10,1692900443,1692900474,,,Multiple Fingers
113,17,physical,advect,0-0,1,2,0,training1,J10,11:44,12:00,1692900541,1692900551,,,
113,18,physical,advect,2-0,1,2,1,1,H10,04:53,06:00,1692900584,1692900603,,,One Finger
113,19,physical,advect,2-0,1,2,1,2,D9,09:41,10:00,1692900604,1692900633,,,One Finger
113,20,physical,advect,2-0,1,2,1,3,C7,07:23,08:00,1692900634,1692900668,,,One Finger
113,21,physical,range,0-0,1,0,0,training1,J5,137-393,300-500,1692900785,1692900836,,,
113,22,physical,range,2-0,1,0,1,1,E7,1323-2040,1400-2000,1692900928,1692900995,,,One Finger
113,23,physical,range,2-0,1,0,1,2,B3,1150-1805,1200-1600,1692901003,1692901035,,,One Finger
113,24,physical,range,2-0,1,0,1,3,D9,1752-2334,1600-2200,1692901037,1692901068,,,One Finger
113,25,3d,advect,0-0,2,2,0,training1,I7,08:57,08:00,1692902058,1692902088,,,
113,26,3d,advect,2-0,2,2,1,1,B9,08:55,06:00,1692902120,1692902156,,,
113,27,3d,advect,2-0,2,2,1,2,F10,06:59,07:00,1692902157,1692902176,,,
113,28,3d,advect,2-0,2,2,1,3,B3,07:34,07:30,1692902177,1692902223,,,
113,29,3d,range,0-0,2,0,0,training1,D9,221-808,600-1500,1692902289,1692902379,,,
113,30,3d,range,2-0,2,0,1,1,C7,1415-2077,600-1200,1692902434,1692902511,,,
113,31,3d,range,2-0,2,0,1,2,A7,1797-2345,1800-2400,1692902517,1692902583,,,
113,32,3d,range,2-0,2,0,1,3,B9,2041-2598,1800-2600,1692902588,1692902641,,,
113,33,3d,compare,0-0,2,1,0,training1,I2-C7-G7,I2,I2,1692902681,1692902723,,,
113,34,3d,compare,2-0,2,1,1,1,G5-B10-D2,G5,G5,1692902736,1692902789,,,
113,35,3d,compare,2-0,2,1,1,2,F4-J5-B5,J5,J5,1692902790,1692902842,,,
113,36,3d,compare,2-0,2,1,1,3,I2-C3-G6,I2,I2,1692902843,1692902879,,,
114,1,physical,range,0-0,0,0,0,training1,A6,449-742,350-700,1692905020,1692905071,,,
114,2,physical,range,0-2,0,0,1,1,I2,495-990,300-800,1692905156,1692905184,,Rotate,One Finger
114,3,physical,range,0-2,0,0,1,2,B2,826-1163,650-950,1692905193,1692905218,,,One Finger
114,4,physical,range,0-2,0,0,1,3,B4,658-1045,500-800,1692905221,1692905246,,,One Finger
114,5,physical,compare,0-0,0,1,0,training1,H5-A9-G9,H5,H5,1692905318,1692905373,,,
114,6,physical,compare,0-2,0,1,1,1,B5-H7-D9,H7,H7,1692905401,1692905431,,,Multiple Fingers
114,7,physical,compare,0-2,0,1,1,2,G2-C9-I8,I8,I8,1692905435,1692905460,,,Multiple Fingers
114,8,physical,compare,0-2,0,1,1,3,E3-A8-F7,A8,A8,1692905462,1692905487,,,Multiple Fingers
114,9,physical,advect,0-0,0,2,0,training1,J5,08:06,08:30,1692905672,1692905695,,,
114,10,physical,advect,0-2,0,2,1,1,C8,10:07,07:30,1692905735,1692905754,,,One Finger
114,11,physical,advect,0-2,0,2,1,2,J4,06:04,02:00,1692905756,1692905775,,,One Finger
114,12,physical,advect,0-2,0,2,1,3,G10,09:28,09:15,1692905778,1692905793,,,One Finger
114,13,2d,compare,0-0,1,1,0,training1,E5-A10-J8,E5,E5,1692906351,1692906403,,,
114,14,2d,compare,0-2,1,1,1,1,H10-G3-A5,G3,G3,1692906433,1692906472,,,One Finger
114,15,2d,compare,0-2,1,1,1,2,D4-G10-B10,D4,G10,1692906483,1692906522,,,One Finger
114,16,2d,compare,0-2,1,1,1,3,A9-F8-I4,F8,F8,1692906524,1692906554,,,One Finger
114,17,2d,advect,0-0,1,2,0,training1,A8,05:26,05:45,1692906843,1692906867,,,
114,18,2d,advect,0-2,1,2,1,1,I2,09:57,08:30,1692906890,1692906923,,,
114,19,2d,advect,0-2,1,2,1,2,A10,01:15,01:30,1692906925,1692906953,,,
114,20,2d,advect,0-2,1,2,1,3,F7,06:44,07:00,1692906955,1692906975,,,
114,21,2d,range,0-0,1,0,0,training1,H9,359-1026,200-1000,1692907043,1692907081,,,
114,22,2d,range,0-2,1,0,1,1,F2,348-856,350-900,1692907271,1692907312,,,
114,23,2d,range,0-2,1,0,1,2,C8,630-1095,700-1100,1692907314,1692907361,,,
114,24,2d,range,0-2,1,0,1,3,J4,353-1060,350-1100,1692907362,1692907400,,,
114,25,3d,advect,0-0,2,2,0,training1,A6,04:30,02:00,1692908092,1692908170,,,
114,26,3d,advect,0-2,2,2,1,1,F2,08:09,08:00,1692908271,1692908290,,,
114,27,3d,advect,0-2,2,2,1,2,B4,03:23,03:00,1692908293,1692908325,,,
114,28,3d,advect,0-2,2,2,1,3,E5,05:05,07:30,1692908328,1692908346,,,
114,29,3d,range,0-0,2,0,0,training1,B10,494-1312,300-1200,1692908400,1692908449,,,
114,30,3d,range,0-2,2,0,1,1,G10,309-1032,300-1100,1692908621,1692908680,,,
114,31,3d,range,0-2,2,0,1,2,E5,623-1095,200-650,1692908682,1692908734,,,
114,32,3d,range,0-2,2,0,1,3,F7,435-1090,300-1000,1692908735,1692908770,,,
114,33,3d,compare,0-0,2,1,0,training1,A6-B1-I6,I6,I6,1692908813,1692908881,,,
114,34,3d,compare,0-2,2,1,1,1,I1-G5-H9,H9,G5,1692908896,1692908931,,,
114,35,3d,compare,0-2,2,1,1,2,C6-A2-J2,C6,C6,1692908934,1692908961,,,
114,36,3d,compare,0-2,2,1,1,3,I7-A1-D6,I7,I7,1692908962,1692908991,,,
115,1,2d,range,0-0,0,0,0,training1,B10,494-1312,560-1265,1693939249,1693939326,,,
115,2,2d,range,0-1,0,0,1,1,G6,647-1276,700-1300,1693939390,1693939431,,,
115,3,2d,range,0-1,0,0,1,2,F3,805-1781,800-1700,1693939442,1693939501,,,
115,4,2d,range,0-1,0,0,1,3,J3,801-1495,800-1400,1693939508,1693939550,,,
115,5,2d,compare,0-0,0,1,0,training1,I7-I2-D7,I2,I2,1693939628,1693939688,,,
115,6,2d,compare,0-1,0,1,1,1,B10-A6-C3,C3,C3,1693939706,1693939735,,,Multiple Fingers
115,7,2d,compare,0-1,0,1,1,2,G8-C8-J10,G8,G8,1693939743,1693939779,,,Multiple Fingers
115,8,2d,compare,0-1,0,1,1,3,H8-D2-I3,H8,H8,1693939781,1693939850,,,Multiple Fingers
115,9,2d,advect,0-0,0,2,0,training1,J5,08:06,09:30,1693940067,1693940139,,,
115,10,2d,advect,0-1,0,2,1,1,H4,03:05,03:00,1693940198,1693940255,,,One Finger
115,11,2d,advect,0-1,0,2,1,2,G10,09:18,08:00,1693940259,1693940324,,,Multiple Fingers
115,12,2d,advect,0-1,0,2,1,3,G6,04:30,04:30,1693940332,1693940387,,,One Finger
115,13,3d,compare,0-0,1,1,0,training1,J7-F2-J3,J3,F2,1693941837,1693941912,,,
115,14,3d,compare,0-1,0,2,1,1,H4,03:05,03:00,1693940198,1693940255,,,
115,15,3d,compare,0-1,0,2,1,2,G10,09:18,08:00,1693940259,1693940324,,,
115,16,3d,compare,0-1,0,2,1,3,G6,04:30,04:30,1693940332,1693940387,,,
115,17,3d,advect,0-0,1,2,0,training1,C7,02:48,09:00,1693942148,1693942199,,,
115,18,3d,advect,0-1,1,2,1,1,B8,06:59,06:30,1693942276,1693942316,,,
115,19,3d,advect,0-1,1,2,1,2,J3,02:45,02:15,1693942322,1693942350,,,
115,20,3d,advect,0-1,1,2,1,3,J10,09:32,08:15,1693942357,1693942389,,,
115,21,3d,range,0-0,1,0,0,training1,A6,449-742,800-1100,1693942456,1693942513,,,
115,22,3d,range,0-1,1,0,1,1,B5,1115-1567,600-1300,1693942644,1693942689,,,
115,23,3d,range,0-1,1,0,1,2,E6,948-1472,1000-1500,1693942698,1693942739,,,
115,24,3d,range,0-1,1,0,1,3,B8,723-1283,400-800,1693942742,1693942798,,,
115,25,physical,advect,0-0,2,2,0,training1,H9,04:28,04:45,1693943175,1693943202,,,
115,26,physical,advect,0-1,2,2,1,1,B5,12:19,01:15,1693943250,1693943285,,,One Finger
115,27,physical,advect,0-1,2,2,1,2,E6,06:20,06:30,1693943288,1693943308,,,One Finger
115,28,physical,advect,0-1,2,2,1,3,F3,07:18,07:30,1693943310,1693943340,,,One Finger
115,29,physical,range,0-0,2,0,0,training1,J10,326-1128,400-1200,1693943396,1693943436,,,
115,30,physical,range,0-1,2,0,1,1,A3,980-1787,900-1700,1693943519,1693943570,,,Multiple Fingers
115,31,physical,range,0-1,2,0,1,2,J10,641-1896,700-1900,1693943581,1693943622,,,Multiple Fingers
115,32,physical,range,0-1,2,0,1,3,H4,979-1749,700-1500,1693943627,1693943667,,,Multiple Fingers
115,33,physical,compare,0-0,2,1,0,training1,G3-G9-A5,G3,G3,1693943707,1693943731,,,
115,34,physical,compare,0-1,2,1,1,1,C4-J5-H9,H9,H9,1693943753,1693943777,,,Multiple Fingers
